"","X","Site","month","Method","Microsite","Rep","field.micro","shrub.x","shrub.y","shrub.z","dry.veg.percent","green.veg.percent","woody.debris.percent","rocks.percent","bare.ground.percent","sum_percent","veg..height","dominant.type","dried.","notes","uniID","abun","Species"
"166",451,"CaSl","Sept","pitfall","open",14,"open2",NA,NA,NA,1,0,30,8,61,100,6,"grass",TRUE,"","CaSlSeptopen2",0,0
"167",452,"CaSl","Sept","pitfall","open",15,"open3",NA,NA,NA,30,0,17,3,50,100,28,"herb",TRUE,"","CaSlSeptopen3",0,0
"168",453,"CaSl","Sept","pitfall","open",16,"open4",NA,NA,NA,1,0,93,3,3,100,3,"grass",TRUE,"","CaSlSeptopen4",0,0
"171",456,"CaSl","Sept","pitfall","open",19,"open7",NA,NA,NA,15,0,48,2,35,100,17,"grass",TRUE,"","CaSlSeptopen7",0,0
"177",449,"CaSl","Sept","pitfall","open",12,"shrub12",NA,NA,NA,6,0,65,4,25,100,5,"grass",TRUE,"","CaSlSeptshrub12",0,0
"178",439,"CaSl","Sept","pitfall","open",2,"shrub2",NA,NA,NA,10,0,30,15,45,100,4,"grass",TRUE,"","CaSlSeptshrub2",0,0
"181",442,"CaSl","Sept","pitfall","open",5,"shrub5",NA,NA,NA,75,0,10,10,5,100,12,"grass",TRUE,"","CaSlSeptshrub5",0,0
"184",445,"CaSl","Sept","pitfall","open",8,"shrub8",NA,NA,NA,1,0,2,7,90,100,1,"grass",TRUE,"","CaSlSeptshrub8",0,0
"209",422,"CaS","Sept","pitfall","shrub",9,"shrub9",420,400,140,0,0,7,25,68,100,NA,NA,NA,"","CaSSeptshrub9",0,0
"223",313,"Coal","Aug","pitfall","open",10,"shrub10",NA,NA,NA,95,2,1,0,2,100,24,"grass",TRUE,"","CoalAugshrub10",0,0
"226",305,"Coal","Aug","pitfall","open",2,"shrub2",NA,NA,NA,97,3,0,0,0,100,20,"grass",TRUE,"","CoalAugshrub2",0,0
"238",106,"Coal","July","pitfall","open",14,"open2",NA,NA,NA,98,1,0,0,1,100,12,"grass",TRUE,"","CoalJulyopen2",0,0
"251",95,"Coal","July","pitfall","open",3,"shrub3",NA,NA,NA,97,3,0,0,0,100,5,"grass",TRUE,"","CoalJulyshrub3",0,0
"259",532,"Coal","Sept","pitfall","open",23,"open11",NA,NA,NA,96,0,2,2,0,100,4,"grass",TRUE,"","CoalSeptopen11",0,0
"265",527,"Coal","Sept","pitfall","open",18,"open6",NA,NA,NA,98,2,0,0,0,100,20,"grass",TRUE,"","CoalSeptopen6",0,0
"268",530,"Coal","Sept","pitfall","open",21,"open9",NA,NA,NA,88,5,0,2,5,100,11,"grass",TRUE,"","CoalSeptopen9",0,0
"275",513,"Coal","Sept","pitfall","open",4,"shrub4",NA,NA,NA,95,5,0,0,0,100,11,"grass",TRUE,"","CoalSeptshrub4",0,0
"276",514,"Coal","Sept","pitfall","open",5,"shrub5",NA,NA,NA,95,0,0,0,5,100,13,"grass",TRUE,"","CoalSeptshrub5",0,0
"277",515,"Coal","Sept","pitfall","open",6,"shrub6",NA,NA,NA,90,5,0,0,5,100,15,"grass",TRUE,"","CoalSeptshrub6",0,0
"278",516,"Coal","Sept","pitfall","open",7,"shrub7",NA,NA,NA,95,0,0,0,5,100,10,"grass",TRUE,"","CoalSeptshrub7",0,0
"282",278,"Lok","Aug","pitfall","open",10,"open10",NA,NA,NA,15,0,0,15,70,100,7,"herb",TRUE,"","LokAugopen10",0,0
"283",279,"Lok","Aug","pitfall","open",11,"open11",NA,NA,NA,0,0,0,2,98,100,0,NA,NA,"","LokAugopen11",0,0
"284",280,"Lok","Aug","pitfall","open",12,"open12",NA,NA,NA,15,3,1,50,31,100,20,"grass",TRUE,"","LokAugopen12",0,0
"287",272,"Lok","Aug","pitfall","open",4,"open4",NA,NA,NA,96,0,1,0,3,100,29,"grass",TRUE,"","LokAugopen4",0,0
"290",275,"Lok","Aug","pitfall","open",7,"open7",NA,NA,NA,80,0,0,1,19,100,17,"herb",TRUE,"","LokAugopen7",0,0
"292",277,"Lok","Aug","pitfall","open",9,"open9",NA,NA,NA,60,0,0,1,39,100,14,"herb",TRUE,"","LokAugopen9",0,0
"295",267,"Lok","Aug","pitfall","shrub",11,"shrub11",245,140,100,42,0,0,0,58,100,12,"grass",TRUE,"","LokAugshrub11",0,0
"297",259,"Lok","Aug","pitfall","shrub",2,"shrub2",350,370,150,70,0,0,4,26,100,26,"grass",TRUE,"","LokAugshrub2",0,0
"298",260,"Lok","Aug","pitfall","shrub",3,"shrub3",120,90,100,94,0,0,0,6,100,28,"grass",TRUE,"","LokAugshrub3",0,0
"299",261,"Lok","Aug","pitfall","shrub",4,"shrub4",250,210,140,80,0,0,0,20,100,26,"grass",TRUE,"","LokAugshrub4",0,0
"301",263,"Lok","Aug","pitfall","shrub",7,"shrub7",320,210,120,90,0,0,0,10,100,24,"grass",TRUE,"","LokAugshrub7",0,0
"304",58,"Lok","July","pitfall","open",1,"open1",NA,NA,NA,4,2,0,0,94,100,4,"Grass",TRUE,"","LokJulyopen1",0,0
"312",65,"Lok","July","pitfall","open",8,"open8",NA,NA,NA,5,0,40,0,55,100,10,"Grass",TRUE,"","LokJulyopen8",0,0
"313",66,"Lok","July","pitfall","open",9,"open9",NA,NA,NA,3,0,0,1,96,100,5,"Grass",TRUE,"","LokJulyopen9",0,0
"321",51,"Lok","July","pitfall","shrub",6,"shrub6",200,175,115,89,0,5,1,5,100,16,"Grass",TRUE,"","LokJulyshrub6",0,0
"323",53,"Lok","July","pitfall","shrub",8,"shrub8",230,150,110,90,0,1,0,9,100,17,"Grass",TRUE,"","LokJulyshrub8",0,0
"337",462,"Lok","Sept","pitfall","shrub",1,"shrub1",320,250,120,70,0,0,1,29,100,30,"grass",TRUE,"","LokSeptshrub1",0,0
"348",470,"Lok","Sept","pitfall","shrub",9,"shrub9",360,190,110,99,0,1,0,0,100,35,"grass",TRUE,"","LokSeptshrub9",0,0
"358",408,"Mov","Aug","pitfall","open",19,"open7",NA,NA,NA,55,0,0,0,45,100,13,"grass",TRUE,"","MovAugopen7",0,0
"373",198,"Mov","July","pitfall","open",13,"open1",NA,NA,NA,82,8,0,0,10,100,4,"herb",TRUE,"","MovJulyopen1",0,0
"410",612,"Mov","Sept","pitfall","open",10,"shrub10",NA,NA,NA,30,0,0,0,70,100,4,"grass",TRUE,"","MovSeptshrub10",0,0
"418",609,"Mov","Sept","pitfall","open",7,"shrub7",NA,NA,NA,15,0,0,0,85,100,12,"grass",TRUE,"","MovSeptshrub7",0,0
"419",610,"Mov","Sept","pitfall","open",8,"shrub8",NA,NA,NA,14,1,5,0,80,100,6,"grass",TRUE,"","MovSeptshrub8",0,0
"421",378,"PaPl","Aug","pitfall","open",1,"open1",NA,NA,NA,100,0,0,0,0,100,22,"grass",TRUE,"","PaPlAugopen1",0,0
"427",381,"PaPl","Aug","pitfall","open",4,"open4",NA,NA,NA,98,0,0,0,2,100,16,"grass",TRUE,"","PaPlAugopen4",0,0
"428",382,"PaPl","Aug","pitfall","open",5,"open5",NA,NA,NA,100,0,0,0,0,100,15,"grass",TRUE,"","PaPlAugopen5",0,0
"431",385,"PaPl","Aug","pitfall","open",8,"open8",NA,NA,NA,95,0,0,5,0,100,28,"grass",TRUE,"","PaPlAugopen8",0,0
"433",366,"PaPl","Aug","pitfall","shrub",1,"shrub1",295,255,165,100,0,0,0,0,100,30,"grass",TRUE,"","PaPlAugshrub1",0,0
"439",369,"PaPl","Aug","pitfall","shrub",4,"shrub4",260,250,135,100,0,0,0,0,100,24,"grass",TRUE,"","PaPlAugshrub4",0,0
"462",168,"PaPl","July","pitfall","shrub",6,"shrub6",300,275,130,100,0,0,0,0,100,25,"grass",TRUE,"","PaPlJulyshrub6",0,0
"472",594,"PaPl","Sept","pitfall","open",4,"open4",NA,NA,NA,90,0,0,0,10,100,15,"grass",TRUE,"","PaPlSeptopen4",0,0
"477",599,"PaPl","Sept","pitfall","open",9,"open9",NA,NA,NA,58,0,0,4,38,100,7,"grass",TRUE,"","PaPlSeptopen9",0,0
"479",588,"PaPl","Sept","pitfall","shrub",10,"shrub10",380,300,120,97,0,1,0,2,100,19,"grass",TRUE,"","PaPlSeptshrub10",0,0
"480",589,"PaPl","Sept","pitfall","shrub",11,"shrub11",270,220,150,99,0,1,0,0,100,30,"grass",TRUE,"","PaPlSeptshrub11",0,0
"491",301,"SemiT","Aug","pitfall","open",10,"open10",NA,NA,NA,96,0,1,0,3,100,11,"herb",TRUE,"","SemiTAugopen10",0,0
"492",302,"SemiT","Aug","pitfall","open",11,"open11",NA,NA,NA,6,0,0,0,94,100,8,"herb",TRUE,"","SemiTAugopen11",0,0
"495",295,"SemiT","Aug","pitfall","open",3,"open3",NA,NA,NA,40,0,0,0,60,100,4,"herb",TRUE,"","SemiTAugopen3",0,0
"496",296,"SemiT","Aug","pitfall","open",4,"open4",NA,NA,NA,96,0,2,0,2,100,15,"herb",TRUE,"","SemiTAugopen4",0,0
"498",298,"SemiT","Aug","pitfall","open",6,"open6",NA,NA,NA,65,0,0,0,35,100,5,"herb",TRUE,"","SemiTAugopen6",0,0
"502",290,"SemiT","Aug","pitfall","shrub",10,"shrub10",280,260,105,92,0,8,0,0,100,23,"grass",TRUE,"","SemiTAugshrub10",0,0
"503",291,"SemiT","Aug","pitfall","shrub",11,"shrub11",305,295,125,90,0,0,0,10,100,19,"grass",TRUE,"","SemiTAugshrub11",0,0
"507",284,"SemiT","Aug","pitfall","shrub",4,"shrub4",205,190,95,100,0,0,0,0,100,16,"grass",TRUE,"","SemiTAugshrub4",0,0
"510",287,"SemiT","Aug","pitfall","shrub",7,"shrub7",230,225,110,100,0,0,0,0,100,25,"grass",TRUE,"","SemiTAugshrub7",0,0
"525",79,"SemiT","July","pitfall","shrub",10,"shrub10",220,180,120,100,0,0,0,0,100,16,"grass",TRUE,"","SemiTJulyshrub10",0,0
"526",80,"SemiT","July","pitfall","shrub",11,"shrub11",380,370,90,100,0,0,0,0,100,24,"grass",TRUE,"","SemiTJulyshrub11",0,0
"529",72,"SemiT","July","pitfall","shrub",3,"shrub3",155,155,80,20,0,0,0,80,100,4,"herb",TRUE,"","SemiTJulyshrub3",0,0
"546",505,"SemiT","Sept","pitfall","open",8,"open8",NA,NA,NA,97,0,2,0,1,100,15,"herb",TRUE,"","SemiTSeptopen8",0,0
"549",495,"SemiT","Sept","pitfall","shrub",10,"shrub10",230,200,120,80,0,0,0,20,100,15,"grass",TRUE,"","SemiTSeptshrub10",0,0
"558",494,"SemiT","Sept","pitfall","shrub",9,"shrub9",250,220,130,90,0,0,0,10,100,24,"grass",TRUE,"","SemiTSeptshrub9",0,0
"595",570,"SiCr","Sept","pitfall","open",1,"open1",NA,NA,NA,20,0,0,1,79,100,10,"grass",TRUE,"","SiCrSeptopen1",0,0
"615",40,"CaSl","July","pitfall","open",17,"open5",NA,NA,NA,60,0,0,0,40,100,16,"grass",TRUE,"","CaSlJulyopen5",0,0
"616",46,"Lok","July","pitfall","shrub",1,"shrub1",200,190,100,25,0,0,1,74,100,10,"Grass",TRUE,"","LokJulyshrub1",0,0
"617",64,"Lok","July","pitfall","open",7,"open7",NA,NA,NA,3,0,0,1,96,100,7,"Grass",TRUE,"","LokJulyopen7",0,0
"618",68,"Lok","July","pitfall","open",11,"open11",NA,NA,NA,20,4,0,1,75,100,18,"grass",TRUE,"","LokJulyopen11",0,0
"619",101,"Coal","July","pitfall","open",9,"shrub9",NA,NA,NA,90,0,10,0,0,100,20,"grass",TRUE,"","CoalJulyshrub9",0,0
"620",131,"Aven","July","pitfall","open",3,"open3",NA,NA,NA,65,0,0,0,35,100,34,"grass",TRUE,"","AvenJulyopen3",0,0
"621",140,"Aven","July","pitfall","open",12,"open12",NA,NA,NA,99,0,0,0,1,100,13,"grass",TRUE,"","AvenJulyopen12",0,0
"622",180,"PaPl","July","pitfall","open",7,"open7",NA,NA,NA,100,0,0,0,0,100,29,"grass",TRUE,"","PaPlJulyopen7",0,0
"623",339,"Aven","Aug","pitfall","shrub",12,"shrub12",230,170,155,100,0,0,0,0,100,20,"grass",TRUE,"","AvenAugshrub12",0,0
"624",373,"PaPl","Aug","pitfall","shrub",8,"shrub8",250,190,110,95,5,0,0,0,100,23,"grass",TRUE,"","PaPlAugshrub8",0,0
"625",496,"SemiT","Sept","pitfall","shrub",11,"shrub11",220,180,110,25,0,1,0,74,100,14,"grass",TRUE,"","SemiTSeptshrub11",0,0
"626",568,"SiCr","Sept","pitfall","shrub",11,"shrub11",570,550,250,30,0,0,0,70,100,21,"grass",TRUE,"","SiCrSeptshrub11",0,0
