"","X","Site","month","Method","Microsite","Rep","field.micro","shrub.x","shrub.y","shrub.z","dry.veg.percent","green.veg.percent","woody.debris.percent","rocks.percent","bare.ground.percent","sum_percent","veg..height","dominant.type","dried.","notes","uniID","abun","H","Simpson","Species","Even"
"PaPlJulyshrub1","PaPlJulyshrub1","PaPl","July","pitfall","shrub",1,"shrub1",420,385,175,100,0,0,0,0,100,36,"grass",TRUE,"","PaPlJulyshrub1",22,0,0,1,NA
"PaPlJulyshrub10","PaPlJulyshrub10","PaPl","July","pitfall","shrub",10,"shrub10",370,300,160,100,0,0,0,0,100,20,"grass",TRUE,"","PaPlJulyshrub10",16,0.233791658706459,0.1171875,2,0.337290066617014
"PaPlJulyshrub11","PaPlJulyshrub11","PaPl","July","pitfall","shrub",11,"shrub11",310,240,115,100,0,0,0,0,100,34,"grass",TRUE,"","PaPlJulyshrub11",61,0,0,1,NA
"PaPlJulyshrub12","PaPlJulyshrub12","PaPl","July","pitfall","shrub",12,"shrub12",380,340,135,100,0,0,0,0,100,24,"grass",TRUE,"","PaPlJulyshrub12",26,0.681265729663204,0.488165680473373,2,0.982858689712706
"PaPlJulyshrub2","PaPlJulyshrub2","PaPl","July","pitfall","shrub",2,"shrub2",260,245,90,95,0,0,0,5,100,34,"grass",TRUE,"","PaPlJulyshrub2",25,0.60602520273573,0.2848,4,0.437154777320283
"PaPlJulyshrub3","PaPlJulyshrub3","PaPl","July","pitfall","shrub",3,"shrub3",215,150,95,100,0,0,0,0,100,28,"grass",TRUE,"","PaPlJulyshrub3",76,0.746958689019287,0.505886426592798,3,0.679911099415112
"PaPlJulyshrub4","PaPlJulyshrub4","PaPl","July","pitfall","shrub",4,"shrub4",270,250,120,98,0,0,0,2,100,50,"grass",TRUE,"burrow","PaPlJulyshrub4",41,0.567081321051112,0.322427126710292,3,0.516179663108089
"PaPlJulyshrub5","PaPlJulyshrub5","PaPl","July","pitfall","shrub",5,"shrub5",485,400,175,100,0,0,0,0,100,15,"grass",TRUE,"","PaPlJulyshrub5",18,0,0,1,NA
"PaPlJulyshrub7","PaPlJulyshrub7","PaPl","July","pitfall","shrub",7,"shrub7",275,165,195,100,0,0,0,0,100,34,"grass",TRUE,"","PaPlJulyshrub7",31,0.142505867392738,0.0624349635796044,2,0.205592508185083
"PaPlJulyshrub8","PaPlJulyshrub8","PaPl","July","pitfall","shrub",8,"shrub8",240,190,115,95,0,0,0,5,100,28,"grass",TRUE,"","PaPlJulyshrub8",110,0.460184404908819,0.285785123966942,2,0.663905758856392
"PaPlJulyshrub9","PaPlJulyshrub9","PaPl","July","pitfall","shrub",9,"shrub9",310,300,105,100,0,0,0,0,100,33,"grass",TRUE,"","PaPlJulyshrub9",28,0,0,1,NA
"PaPlSeptopen1","PaPlSeptopen1","PaPl","Sept","pitfall","open",1,"open1",NA,NA,NA,90,0,0,0,10,100,18,"grass",TRUE,"","PaPlSeptopen1",1,0,0,1,NA
"PaPlSeptopen10","PaPlSeptopen10","PaPl","Sept","pitfall","open",10,"open10",NA,NA,NA,10,0,0,4,86,100,4,"grass",TRUE,"","PaPlSeptopen10",15,0,0,1,NA
"PaPlSeptopen11","PaPlSeptopen11","PaPl","Sept","pitfall","open",11,"open11",NA,NA,NA,48,2,0,1,49,100,5,"herb",TRUE,"","PaPlSeptopen11",1,0,0,1,NA
"PaPlSeptopen12","PaPlSeptopen12","PaPl","Sept","pitfall","open",12,"open12",NA,NA,NA,1,0,1,2,96,100,2,"herb",TRUE,"","PaPlSeptopen12",2,0,0,1,NA
"PaPlSeptopen2","PaPlSeptopen2","PaPl","Sept","pitfall","open",2,"open2",NA,NA,NA,95,0,0,0,5,100,30,"grass",TRUE,"","PaPlSeptopen2",8,0.562335144618808,0.375,2,0.811278124459133
"PaPlSeptopen3","PaPlSeptopen3","PaPl","Sept","pitfall","open",3,"open3",NA,NA,NA,95,0,0,0,5,100,42,"grass",TRUE,"","PaPlSeptopen3",1,0,0,1,NA
"PaPlSeptopen5","PaPlSeptopen5","PaPl","Sept","pitfall","open",5,"open5",NA,NA,NA,80,0,0,0,20,100,22,"grass",TRUE,"","PaPlSeptopen5",2,0,0,1,NA
"PaPlSeptopen6","PaPlSeptopen6","PaPl","Sept","pitfall","open",6,"open6",NA,NA,NA,90,0,0,0,10,100,15,"grass",TRUE,"","PaPlSeptopen6",15,0,0,1,NA
"PaPlSeptopen7","PaPlSeptopen7","PaPl","Sept","pitfall","open",7,"open7",NA,NA,NA,64,0,0,1,35,100,16,"herb",TRUE,"","PaPlSeptopen7",16,0.376770161256437,0.21875,2,0.543564443199596
"PaPlSeptopen8","PaPlSeptopen8","PaPl","Sept","pitfall","open",8,"open8",NA,NA,NA,80,0,0,0,20,100,20,"grass",TRUE,"","PaPlSeptopen8",37,0,0,1,NA
"PaPlSeptshrub1","PaPlSeptshrub1","PaPl","Sept","pitfall","shrub",1,"shrub1",290,200,130,96,2,1,1,0,100,50,"grass",TRUE,"","PaPlSeptshrub1",6,0,0,1,NA
"PaPlSeptshrub12","PaPlSeptshrub12","PaPl","Sept","pitfall","shrub",12,"shrub12",330,200,140,98,0,0,1,1,100,30,"grass",TRUE,"","PaPlSeptshrub12",1,0,0,1,NA
"PaPlSeptshrub2","PaPlSeptshrub2","PaPl","Sept","pitfall","shrub",2,"shrub2",250,180,110,100,0,0,0,0,100,56,"grass",TRUE,"","PaPlSeptshrub2",4,0,0,1,NA
"PaPlSeptshrub3","PaPlSeptshrub3","PaPl","Sept","pitfall","shrub",3,"shrub3",250,170,140,90,0,0,0,10,100,32,"grass",TRUE,"","PaPlSeptshrub3",21,0,0,1,NA
"PaPlSeptshrub4","PaPlSeptshrub4","PaPl","Sept","pitfall","shrub",4,"shrub4",200,190,140,100,0,0,0,0,100,38,"grass",TRUE,"","PaPlSeptshrub4",18,0.214559155176405,0.104938271604938,2,0.309543429150325
"PaPlSeptshrub5","PaPlSeptshrub5","PaPl","Sept","pitfall","shrub",5,"shrub5",260,220,130,100,0,0,0,0,100,33,"grass",TRUE,"","PaPlSeptshrub5",16,0,0,1,NA
"PaPlSeptshrub6","PaPlSeptshrub6","PaPl","Sept","pitfall","shrub",6,"shrub6",300,240,130,95,0,0,0,5,100,30,"grass",TRUE,"","PaPlSeptshrub6",9,0,0,1,NA
"PaPlSeptshrub7","PaPlSeptshrub7","PaPl","Sept","pitfall","shrub",7,"shrub7",200,200,140,95,0,0,0,5,100,20,"grass",TRUE,"","PaPlSeptshrub7",4,0.562335144618808,0.375,2,0.811278124459133
"PaPlSeptshrub8","PaPlSeptshrub8","PaPl","Sept","pitfall","shrub",8,"shrub8",320,150,110,95,2,0,0,3,100,46,"grass",TRUE,"","PaPlSeptshrub8",16,0.601923971732289,0.3203125,3,0.547894810517753
"PaPlSeptshrub9","PaPlSeptshrub9","PaPl","Sept","pitfall","shrub",9,"shrub9",400,260,160,95,0,0,0,5,100,32,"grass",TRUE,"inactive borrow","PaPlSeptshrub9",5,0,0,1,NA
"SemiTAugopen1","SemiTAugopen1","SemiT","Aug","pitfall","open",1,"open1",NA,NA,NA,50,0,0,0,50,100,7,"herb",TRUE,"","SemiTAugopen1",6,0,0,1,NA
"SemiTAugopen12","SemiTAugopen12","SemiT","Aug","pitfall","open",12,"open12",NA,NA,NA,0,0,0,0,100,100,NA,NA,NA,"","SemiTAugopen12",2,0.693147180559945,0.5,2,1
"SemiTAugopen2","SemiTAugopen2","SemiT","Aug","pitfall","open",2,"open2",NA,NA,NA,7,0,1,0,92,100,11,"herb",TRUE,"","SemiTAugopen2",9,0,0,1,NA
"SemiTAugopen5","SemiTAugopen5","SemiT","Aug","pitfall","open",5,"open5",NA,NA,NA,15,0,15,0,70,100,3,"herb",TRUE,"","SemiTAugopen5",3,0.636514168294813,0.444444444444444,2,0.918295834054489
"SemiTAugopen7","SemiTAugopen7","SemiT","Aug","pitfall","open",7,"open7",NA,NA,NA,50,0,0,0,50,100,6,"herb",TRUE,"","SemiTAugopen7",3,0.636514168294813,0.444444444444444,2,0.918295834054489
"SemiTAugopen9","SemiTAugopen9","SemiT","Aug","pitfall","open",9,"open9",NA,NA,NA,25,0,8,0,67,100,11,"herb",TRUE,"","SemiTAugopen9",1,0,0,1,NA
"SemiTAugshrub1","SemiTAugshrub1","SemiT","Aug","pitfall","shrub",1,"shrub1",190,185,100,99,0,0,0,1,100,19,"grass",TRUE,"","SemiTAugshrub1",2,0,0,1,NA
"SemiTAugshrub12","SemiTAugshrub12","SemiT","Aug","pitfall","shrub",12,"shrub12",180,155,95,80,0,0,0,20,100,19,"grass",TRUE,"","SemiTAugshrub12",1,0,0,1,NA
"SemiTAugshrub2","SemiTAugshrub2","SemiT","Aug","pitfall","shrub",2,"shrub2",130,105,100,13,0,0,0,87,100,7,"herb",TRUE,"","SemiTAugshrub2",1,0,0,1,NA
"SemiTAugshrub3","SemiTAugshrub3","SemiT","Aug","pitfall","shrub",3,"shrub3",160,160,110,94,0,2,0,4,100,15,"grass",TRUE,"","SemiTAugshrub3",1,0,0,1,NA
"SemiTAugshrub5","SemiTAugshrub5","SemiT","Aug","pitfall","shrub",5,"shrub5",105,95,85,99,0,1,0,0,100,15,"grass",TRUE,"","SemiTAugshrub5",1,0,0,1,NA
"SemiTAugshrub6","SemiTAugshrub6","SemiT","Aug","pitfall","shrub",6,"shrub6",180,170,90,100,0,0,0,0,100,22,"grass",TRUE,"","SemiTAugshrub6",6,0,0,1,NA
"SemiTAugshrub8","SemiTAugshrub8","SemiT","Aug","pitfall","shrub",8,"shrub8",255,170,90,98,0,0,1,1,100,17,"grass",TRUE,"","SemiTAugshrub8",1,0,0,1,NA
"SemiTAugshrub9","SemiTAugshrub9","SemiT","Aug","pitfall","shrub",9,"shrub9",300,260,105,96,0,0,0,4,100,16,"grass",TRUE,"","SemiTAugshrub9",12,0,0,1,NA
"SemiTJulyopen1","SemiTJulyopen1","SemiT","July","pitfall","open",1,"open1",NA,NA,NA,100,0,0,0,0,100,10,"herb",TRUE,"","SemiTJulyopen1",10,0,0,1,NA
"SemiTJulyopen10","SemiTJulyopen10","SemiT","July","pitfall","open",10,"open10",NA,NA,NA,94,0,1,0,5,100,16,"herb",TRUE,"","SemiTJulyopen10",4,0,0,1,NA
"SemiTJulyopen11","SemiTJulyopen11","SemiT","July","pitfall","open",11,"open11",NA,NA,NA,20,0,0,0,80,100,13,"herb",TRUE,"","SemiTJulyopen11",6,0,0,1,NA
"SemiTJulyopen12","SemiTJulyopen12","SemiT","July","pitfall","open",12,"open12",NA,NA,NA,80,0,0,0,20,100,18,"herb",TRUE,"","SemiTJulyopen12",2,0,0,1,NA
"SemiTJulyopen2","SemiTJulyopen2","SemiT","July","pitfall","open",2,"open2",NA,NA,NA,1,0,0,0,99,100,8,"herb",TRUE,"","SemiTJulyopen2",31,0,0,1,NA
"SemiTJulyopen3","SemiTJulyopen3","SemiT","July","pitfall","open",3,"open3",NA,NA,NA,100,0,0,0,0,100,10,"herb",TRUE,"","SemiTJulyopen3",6,0,0,1,NA
"SemiTJulyopen4","SemiTJulyopen4","SemiT","July","pitfall","open",4,"open4",NA,NA,NA,6,0,0,0,94,100,6,"herb",TRUE,"","SemiTJulyopen4",4,0,0,1,NA
"SemiTJulyopen6","SemiTJulyopen6","SemiT","July","pitfall","open",6,"open6",NA,NA,NA,20,0,0,0,80,100,10,"herb",TRUE,"","SemiTJulyopen6",14,0,0,1,NA
"SemiTJulyopen7","SemiTJulyopen7","SemiT","July","pitfall","open",7,"open7",NA,NA,NA,15,0,0,0,85,100,9,"herb",TRUE,"","SemiTJulyopen7",16,0,0,1,NA
"SemiTJulyopen8","SemiTJulyopen8","SemiT","July","pitfall","open",8,"open8",NA,NA,NA,0,0,0,0,100,100,0,"herb",TRUE,"","SemiTJulyopen8",30,0,0,1,NA
"SemiTJulyopen9","SemiTJulyopen9","SemiT","July","pitfall","open",9,"open9",NA,NA,NA,98,0,0,0,2,100,7,"herb",TRUE,"","SemiTJulyopen9",3,0,0,1,NA
"SemiTJulyshrub1","SemiTJulyshrub1","SemiT","July","pitfall","shrub",1,"shrub1",195,180,110,85,0,0,0,15,100,7,"herb",TRUE,"","SemiTJulyshrub1",45,0,0,1,NA
"SemiTJulyshrub12","SemiTJulyshrub12","SemiT","July","pitfall","shrub",12,"shrub12",180,130,95,100,0,0,0,0,100,20,"grass",TRUE,"","SemiTJulyshrub12",17,0.605797499372304,0.41522491349481,2,0.873981048127358
"SemiTJulyshrub2","SemiTJulyshrub2","SemiT","July","pitfall","shrub",2,"shrub2",240,190,90,50,0,0,0,50,100,25,"grass",TRUE,"","SemiTJulyshrub2",37,0,0,1,NA
"SemiTJulyshrub4","SemiTJulyshrub4","SemiT","July","pitfall","shrub",4,"shrub4",140,90,105,25,0,0,0,75,100,12,"herb",TRUE,"","SemiTJulyshrub4",3,0,0,1,NA
"SemiTJulyshrub5","SemiTJulyshrub5","SemiT","July","pitfall","shrub",5,"shrub5",220,200,225,0,0,0,0,100,100,0,NA,TRUE,"","SemiTJulyshrub5",30,0.636514168294813,0.444444444444444,2,0.918295834054489
"SemiTJulyshrub6","SemiTJulyshrub6","SemiT","July","pitfall","shrub",6,"shrub6",145,140,80,50,0,0,0,50,100,14,"grass",TRUE,"","SemiTJulyshrub6",8,0,0,1,NA
"SemiTJulyshrub7","SemiTJulyshrub7","SemiT","July","pitfall","shrub",7,"shrub7",205,195,105,10,0,0,0,90,100,10,"herb",TRUE,"","SemiTJulyshrub7",8,0.376770161256437,0.21875,2,0.543564443199596
"SemiTJulyshrub8","SemiTJulyshrub8","SemiT","July","pitfall","shrub",8,"shrub8",325,220,100,94,0,1,0,5,100,18,"grass",TRUE,"","SemiTJulyshrub8",9,0,0,1,NA
"SemiTJulyshrub9","SemiTJulyshrub9","SemiT","July","pitfall","shrub",9,"shrub9",410,220,100,100,0,0,0,0,100,10,"grass",TRUE,"","SemiTJulyshrub9",2,0,0,1,NA
"SemiTSeptopen1","SemiTSeptopen1","SemiT","Sept","pitfall","open",1,"open1",NA,NA,NA,45,0,0,0,55,100,26,"herb",TRUE,"","SemiTSeptopen1",22,0,0,1,NA
"SemiTSeptopen10","SemiTSeptopen10","SemiT","Sept","pitfall","open",10,"open10",NA,NA,NA,50,0,0,0,50,100,8,"herb",TRUE,"","SemiTSeptopen10",2,0.693147180559945,0.5,2,1
"SemiTSeptopen11","SemiTSeptopen11","SemiT","Sept","pitfall","open",11,"open11",NA,NA,NA,100,0,0,0,0,100,30,"grass",TRUE,"","SemiTSeptopen11",2,0,0,1,NA
"SemiTSeptopen12","SemiTSeptopen12","SemiT","Sept","pitfall","open",12,"open12",NA,NA,NA,85,0,0,0,15,100,10,"herb",TRUE,"","SemiTSeptopen12",7,0,0,1,NA
"SemiTSeptopen2","SemiTSeptopen2","SemiT","Sept","pitfall","open",2,"open2",NA,NA,NA,99,0,0,0,1,100,25,"grass",TRUE,"","SemiTSeptopen2",9,0.348832095843032,0.197530864197531,2,0.503258334775646
"SemiTSeptopen3","SemiTSeptopen3","SemiT","Sept","pitfall","open",3,"open3",NA,NA,NA,98,0,0,0,2,100,19,"herb",TRUE,"","SemiTSeptopen3",1,0,0,1,NA
"SemiTSeptopen4","SemiTSeptopen4","SemiT","Sept","pitfall","open",4,"open4",NA,NA,NA,6,0,0,0,94,100,5,"herb",TRUE,"","SemiTSeptopen4",1,0,0,1,NA
"SemiTSeptopen5","SemiTSeptopen5","SemiT","Sept","pitfall","open",5,"open5",NA,NA,NA,7,0,1,0,92,100,4,"herb",TRUE,"","SemiTSeptopen5",3,0.636514168294813,0.444444444444444,2,0.918295834054489
"SemiTSeptopen6","SemiTSeptopen6","SemiT","Sept","pitfall","open",6,"open6",NA,NA,NA,72,0,3,0,25,100,16,"herb",TRUE,"","SemiTSeptopen6",15,0.392674467227552,0.231111111111111,2,0.566509506552905
"SemiTSeptopen7","SemiTSeptopen7","SemiT","Sept","pitfall","open",7,"open7",NA,NA,NA,98,0,0,0,2,100,29,"herb",TRUE,"","SemiTSeptopen7",8,0,0,1,NA
"SemiTSeptopen9","SemiTSeptopen9","SemiT","Sept","pitfall","open",9,"open9",NA,NA,NA,96,0,2,0,2,100,37,"grass",TRUE,"","SemiTSeptopen9",1,0,0,1,NA
"SemiTSeptshrub1","SemiTSeptshrub1","SemiT","Sept","pitfall","shrub",1,"shrub1",180,170,120,35,0,60,0,5,100,30,"grass",TRUE,"","SemiTSeptshrub1",9,0,0,1,NA
"SemiTSeptshrub12","SemiTSeptshrub12","SemiT","Sept","pitfall","shrub",12,"shrub12",160,150,110,20,0,0,0,80,100,11,"grass",TRUE,"","SemiTSeptshrub12",14,0.519579839130515,0.336734693877551,2,0.74959525725948
"SemiTSeptshrub2","SemiTSeptshrub2","SemiT","Sept","pitfall","shrub",2,"shrub2",170,140,100,78,0,2,0,20,100,26,"grass",TRUE,"","SemiTSeptshrub2",8,0,0,1,NA
"SemiTSeptshrub3","SemiTSeptshrub3","SemiT","Sept","pitfall","shrub",3,"shrub3",220,160,100,97,0,2,0,1,100,37,"grass",TRUE,"","SemiTSeptshrub3",2,0,0,1,NA
"SemiTSeptshrub4","SemiTSeptshrub4","SemiT","Sept","pitfall","shrub",4,"shrub4",200,180,130,5,0,0,0,95,100,15,"grass",TRUE,"","SemiTSeptshrub4",2,0,0,1,NA
"SemiTSeptshrub5","SemiTSeptshrub5","SemiT","Sept","pitfall","shrub",5,"shrub5",210,200,120,23,0,0,0,77,100,22,"grass",TRUE,"","SemiTSeptshrub5",1,0,0,1,NA
"SemiTSeptshrub6","SemiTSeptshrub6","SemiT","Sept","pitfall","shrub",6,"shrub6",230,220,140,65,0,8,0,27,100,24,"grass",TRUE,"","SemiTSeptshrub6",3,0,0,1,NA
"SemiTSeptshrub7","SemiTSeptshrub7","SemiT","Sept","pitfall","shrub",7,"shrub7",140,140,100,5,0,0,0,95,100,10,"grass",TRUE,"","SemiTSeptshrub7",13,0,0,1,NA
"SemiTSeptshrub8","SemiTSeptshrub8","SemiT","Sept","pitfall","shrub",8,"shrub8",120,100,80,45,0,1,0,54,100,28,"grass",TRUE,"","SemiTSeptshrub8",3,0,0,1,NA
"SiCrAugopen1","SiCrAugopen1","SiCr","Aug","pitfall","open",1,"open1",NA,NA,NA,100,0,0,0,0,100,12,"grass",TRUE,"","SiCrAugopen1",4,0.562335144618808,0.375,2,0.811278124459133
"SiCrAugopen10","SiCrAugopen10","SiCr","Aug","pitfall","open",10,"open10",NA,NA,NA,100,0,0,0,0,100,12,"grass",TRUE,"","SiCrAugopen10",6,0,0,1,NA
"SiCrAugopen11","SiCrAugopen11","SiCr","Aug","pitfall","open",11,"open11",NA,NA,NA,50,0,0,0,50,100,1,"grass",TRUE,"","SiCrAugopen11",5,0.500402423538188,0.32,2,0.721928094887362
"SiCrAugopen2","SiCrAugopen2","SiCr","Aug","pitfall","open",2,"open2",NA,NA,NA,40,0,0,0,60,100,3,"grass",TRUE,"","SiCrAugopen2",30,0.291139838831965,0.126666666666667,3,0.26500690173867
"SiCrAugopen3","SiCrAugopen3","SiCr","Aug","pitfall","open",3,"open3",NA,NA,NA,20,0,10,0,70,100,2,"grass",TRUE,"","SiCrAugopen3",26,0.431071102348777,0.210059171597633,3,0.392377826823129
"SiCrAugopen4","SiCrAugopen4","SiCr","Aug","pitfall","open",4,"open4",NA,NA,NA,40,0,0,0,60,100,7,"grass",TRUE,"","SiCrAugopen4",4,0,0,1,NA
"SiCrAugopen5","SiCrAugopen5","SiCr","Aug","pitfall","open",5,"open5",NA,NA,NA,50,0,0,0,50,100,1,"grass",TRUE,"","SiCrAugopen5",14,0,0,1,NA
"SiCrAugshrub1","SiCrAugshrub1","SiCr","Aug","pitfall","shrub",1,"shrub1",295,290,150,100,0,0,0,0,100,33,"grass",TRUE,"","SiCrAugshrub1",42,0.688605152318301,0.49546485260771,2,0.993447238380203
"SiCrAugshrub10","SiCrAugshrub10","SiCr","Aug","pitfall","shrub",10,"shrub10",280,220,170,50,0,10,0,40,100,9,"grass",TRUE,"","SiCrAugshrub10",48,0.685314207276458,0.4921875,2,0.988699408288497
"SiCrAugshrub2","SiCrAugshrub2","SiCr","Aug","pitfall","shrub",2,"shrub2",480,390,200,95,0,5,0,0,100,20,"grass",TRUE,"","SiCrAugshrub2",8,0.376770161256437,0.21875,2,0.543564443199596
"SiCrAugshrub3","SiCrAugshrub3","SiCr","Aug","pitfall","shrub",3,"shrub3",310,295,160,100,0,0,0,0,100,3,"grass",TRUE,"","SiCrAugshrub3",11,0,0,1,NA
"SiCrAugshrub4","SiCrAugshrub4","SiCr","Aug","pitfall","shrub",4,"shrub4",225,125,145,50,0,50,0,0,100,10,"grass",TRUE,"","SiCrAugshrub4",18,0.348832095843032,0.197530864197531,2,0.503258334775646
"SiCrAugshrub5","SiCrAugshrub5","SiCr","Aug","pitfall","shrub",5,"shrub5",370,280,145,95,0,0,3,2,100,7,"grass",TRUE,"","SiCrAugshrub5",80,0.0671968803626978,0.0246875,2,0.0969446060624731
"SiCrAugshrub6","SiCrAugshrub6","SiCr","Aug","pitfall","shrub",6,"shrub6",385,340,160,75,0,25,0,0,100,8,"grass",TRUE,"","SiCrAugshrub6",4,0.562335144618808,0.375,2,0.811278124459133
"SiCrAugshrub7","SiCrAugshrub7","SiCr","Aug","pitfall","shrub",7,"shrub7",320,270,170,90,0,5,0,5,100,18,"grass",TRUE,"","SiCrAugshrub7",36,0.450561208866305,0.277777777777778,2,0.650022421648354
"SiCrAugshrub8","SiCrAugshrub8","SiCr","Aug","pitfall","shrub",8,"shrub8",250,245,140,90,0,0,0,10,100,11,"grass",TRUE,"","SiCrAugshrub8",14,0.651756561172653,0.459183673469388,2,0.940285958670631
"SiCrAugshrub9","SiCrAugshrub9","SiCr","Aug","pitfall","shrub",9,"shrub9",285,225,135,96,0,2,0,2,100,1,"grass",TRUE,"","SiCrAugshrub9",4,0,0,1,NA
"SiCrJulyopen1","SiCrJulyopen1","SiCr","July","pitfall","open",1,"open1",NA,NA,NA,100,0,0,0,0,100,26,"grass",TRUE,"","SiCrJulyopen1",3,1.09861228866811,0.666666666666667,3,1
"SiCrJulyopen10","SiCrJulyopen10","SiCr","July","pitfall","open",10,"open10",NA,NA,NA,99,0,0,0,1,100,3,"herb",TRUE,"","SiCrJulyopen10",13,0.666278442414676,0.473372781065089,2,0.961236604722876
"SiCrJulyopen11","SiCrJulyopen11","SiCr","July","pitfall","open",11,"open11",NA,NA,NA,100,0,0,0,0,100,23,"grass",TRUE,"","SiCrJulyopen11",12,0,0,1,NA
"SiCrJulyopen12","SiCrJulyopen12","SiCr","July","pitfall","open",12,"open12",NA,NA,NA,100,0,0,0,0,100,37,"grass",TRUE,"","SiCrJulyopen12",19,0,0,1,NA
"SiCrJulyopen2","SiCrJulyopen2","SiCr","July","pitfall","open",2,"open2",NA,NA,NA,5,1,0,0,94,100,7,"grass",TRUE,"","SiCrJulyopen2",22,0.936918120250469,0.557851239669422,3,0.852819625189457
"SiCrJulyopen3","SiCrJulyopen3","SiCr","July","pitfall","open",3,"open3",NA,NA,NA,0,0,0,0,100,100,0,NA,NA,"","SiCrJulyopen3",4,0.693147180559945,0.5,2,1
"SiCrJulyopen4","SiCrJulyopen4","SiCr","July","pitfall","open",4,"open4",NA,NA,NA,50,0,0,0,50,100,13,"herb",TRUE,"","SiCrJulyopen4",25,0.942216333812959,0.5568,3,0.857642267005082
"SiCrJulyopen5","SiCrJulyopen5","SiCr","July","pitfall","open",5,"open5",NA,NA,NA,0,0,5,0,95,100,NA,NA,NA,"","SiCrJulyopen5",5,0,0,1,NA
"SiCrJulyopen6","SiCrJulyopen6","SiCr","July","pitfall","open",6,"open6",NA,NA,NA,100,0,0,0,0,100,28,"grass",TRUE,"","SiCrJulyopen6",6,0.450561208866305,0.277777777777778,2,0.650022421648354
"SiCrJulyopen7","SiCrJulyopen7","SiCr","July","pitfall","open",7,"open7",NA,NA,NA,50,0,1,0,49,100,1,"grass",TRUE,"","SiCrJulyopen7",8,0.900256051268537,0.53125,3,0.819448371872804
"SiCrJulyopen8","SiCrJulyopen8","SiCr","July","pitfall","open",8,"open8",NA,NA,NA,99,0,0,0,1,100,28,"herb",TRUE,"","SiCrJulyopen8",14,0,0,1,NA
"SiCrJulyopen9","SiCrJulyopen9","SiCr","July","pitfall","open",9,"open9",NA,NA,NA,100,0,0,0,0,100,38,"grass",TRUE,"","SiCrJulyopen9",21,0,0,1,NA
"SiCrJulyshrub1","SiCrJulyshrub1","SiCr","July","pitfall","shrub",1,"shrub1",220,130,130,85,0,0,0,15,100,25,"grass",TRUE,"","SiCrJulyshrub1",77,0.428358321915753,0.229043683589138,3,0.389908547659765
"SiCrJulyshrub10","SiCrJulyshrub10","SiCr","July","pitfall","shrub",10,"shrub10",95,105,70,100,0,0,0,0,100,26,"grass",TRUE,"","SiCrJulyshrub10",62,0.664731631152202,0.420915712799167,3,0.605064805854376
"SiCrJulyshrub11","SiCrJulyshrub11","SiCr","July","pitfall","shrub",11,"shrub11",150,100,95,100,0,0,0,0,100,40,"grass",TRUE,"","SiCrJulyshrub11",44,0.687087744452453,0.428719008264463,3,0.625414217135179
"SiCrJulyshrub12","SiCrJulyshrub12","SiCr","July","pitfall","shrub",12,"shrub12",300,210,155,50,0,50,0,0,100,20,"grass",TRUE,"","SiCrJulyshrub12",15,0.392674467227552,0.231111111111111,2,0.566509506552905
"SiCrJulyshrub2","SiCrJulyshrub2","SiCr","July","pitfall","shrub",2,"shrub2",135,100,110,63,0,0,2,35,100,16,"grass",TRUE,"","SiCrJulyshrub2",50,0.960581750063387,0.572,4,0.692913263592445
"SiCrJulyshrub3","SiCrJulyshrub3","SiCr","July","pitfall","shrub",3,"shrub3",210,190,120,80,0,0,0,20,100,24,"grass",TRUE,"","SiCrJulyshrub3",119,0.82633314807377,0.527928818586258,3,0.752160845638788
"SiCrJulyshrub4","SiCrJulyshrub4","SiCr","July","pitfall","shrub",4,"shrub4",250,210,135,99,0,0,0,1,100,23,"grass",TRUE,"","SiCrJulyshrub4",58,0.878698556425182,0.504756242568371,4,0.633847024895451
"SiCrJulyshrub5","SiCrJulyshrub5","SiCr","July","pitfall","shrub",5,"shrub5",300,275,155,12,0,0,0,88,100,12,"grass",TRUE,"","SiCrJulyshrub5",9,0.529706199057654,0.345679012345679,2,0.76420450650862
"SiCrJulyshrub6","SiCrJulyshrub6","SiCr","July","pitfall","shrub",6,"shrub6",200,200,100,100,0,0,0,0,100,28,"grass",TRUE,"","SiCrJulyshrub6",17,0.691416077617118,0.498269896193772,2,0.997502546369115
"SiCrJulyshrub7","SiCrJulyshrub7","SiCr","July","pitfall","shrub",7,"shrub7",420,380,190,100,0,0,0,0,100,18,"grass",TRUE,"","SiCrJulyshrub7",33,0.135793958751594,0.0587695133149677,2,0.195909270873605
"SiCrJulyshrub8","SiCrJulyshrub8","SiCr","July","pitfall","shrub",8,"shrub8",180,155,120,94,0,0,1,5,100,11,"grass",TRUE,"","SiCrJulyshrub8",39,0,0,1,NA
"SiCrJulyshrub9","SiCrJulyshrub9","SiCr","July","pitfall","shrub",9,"shrub9",370,350,155,99,0,1,0,0,100,29,"grass",TRUE,"","SiCrJulyshrub9",9,0,0,1,NA
"SiCrSeptopen11","SiCrSeptopen11","SiCr","Sept","pitfall","open",11,"open11",NA,NA,NA,100,0,0,0,0,100,32,"grass",TRUE,"","SiCrSeptopen11",25,0,0,1,NA
"SiCrSeptopen12","SiCrSeptopen12","SiCr","Sept","pitfall","open",12,"open12",NA,NA,NA,98,0,0,0,2,100,16,"grass",TRUE,"","SiCrSeptopen12",92,0.0599601521247648,0.0215028355387525,2,0.086504214121346
