,S_ID,sample?,site,month,day,microsite,rep,method,location,quantity,order,family,subfamily,,genus,species,highest.rtu,Size (mm),sex,
,,,CaSL,Aug ,5,open,4,PT,ET,1,Aranae,Lycosidae,,,Alopecosa,kochi?,,,,
,,,CaSL,Aug ,5,open,4,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,CaSL,Aug ,5,open,4,PT,ET,1,Hymenoptera,Bethylidae,,,,,,,,
982,,,CaSL,Aug ,5,shrub,4,PT,ET,78,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,shrub,4,PT,ET,1,Scorpiones,,,,,,,,,
,,,CaSL,Aug ,5,shrub,4,PT,ET,1,Diptera,Bombyliidae,,,Apolysis,,,,,
,,,CaSL,Aug ,5,shrub,4,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,CaSL,Aug ,5,shrub,4,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,Aug ,5,shrub,4,PT,ET,1,Coleoptera,Chrysomelidae,tiny brown,,,,,,,
,,,CaSL,Aug ,5,shrub,4,PT,ET,1,Aranae,Liocranidae,,,Neoanagraphis,chamberlini,somewhat immature,,,
,,,CaSL,Aug ,5,shrub,4,PT,ET,1,Blattodea,Corydiidae,,,Arenivega,,,,,
976,,,CaSL,Aug ,5,open,5,PT,ET,2,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,Aug ,5,open,5,PT,ET,1,Solfugae,,,,,,,,,
,,,CaSL,Aug ,5,open,5,PT,ET,17,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,open,5,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,CaSL,Aug ,5,open,5,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,Aug ,5,open,5,PT,ET,1,Coleoptera,Mycetophagidae,,,Typhaea,stercorea,Typhaea stercorea,,,
,,,CaSL,Aug ,5,open,5,PT,ET,1,Orthoptera,Rhapiophoridae,,,,,nymph,,,
,,,CaSL,Aug ,5,open,5,PT,ET,1,Diptera,Tachnidae,,,,,,,,
971,,,CaSL,Aug ,5,shrub,5,PT,ET,40,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,shrub,5,PT,ET,4,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,Aug ,5,shrub,5,PT,ET,1,Aranae,Liocranidae?,,,,,immature,,,
,,,CaSL,Aug ,5,shrub,5,PT,ET,1,Hymenoptera,Bethylidae,,,,,,,,
,,,CaSL,Aug ,5,shrub,5,PT,ET,1,Coleoptera,Chrysomelidae,"tiny, brown",,,,,,,
,,,CaSL,Aug ,5,shrub,5,PT,ET,2,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,Aug ,5,shrub,5,PT,ET,1,Diptera,Muscidae,yellow with spots,,,,,,,
969,,,CaSL,Aug ,5,open,6,PT,ET,1,Solfugae,,,,,,,,,
,,,CaSL,Aug ,5,open,6,PT,ET,1,Blattodea,Corydiidae,,,Arenivega,,,,,
,,,CaSL,Aug ,5,open,6,PT,ET,34,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,open,6,PT,ET,1,Coleoptera,new family,,,,,,,,
,,,CaSL,Aug ,5,open,6,PT,ET,1,Aranae,Gnaphosidae,,,Drasslyus,,,,,
,,,CaSL,Aug ,5,open,6,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
968,,,CaSL,Aug ,5,shrub,6,PT,ET,1,Solfugae,,,,,,,,,
,,,CaSL,Aug ,5,shrub,6,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,CaSL,Aug ,5,shrub,6,PT,ET,21,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,shrub,6,PT,ET,2,Coleoptera,Chrysomelidae,tiny brown,,,,,,,
,,,CaSL,Aug ,5,shrub,6,PT,ET,1,Orthoptera,Gryllidae,,,,,nymph,,,
,,,CaSL,Aug ,5,shrub,6,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecystus,,Myrmecocystus,,,
,,,CaSL,Aug ,5,shrub,6,PT,ET,1,Hymenoptera,Halictidae,,,Lasioglossum,,,,,
987,,,CaSL,Aug ,5,open,7,PT,ET,2,Blattodea,Corydiidae,,,Arenivega,,,,,
,,,CaSL,Aug ,5,open,7,PT,ET,3,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,Aug ,5,open,7,PT,ET,46,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,open,7,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,Aug ,5,open,7,PT,ET,1,Scorpiones,tiny,,,,,,,,
,,,CaSL,Aug ,5,open,7,PT,ET,3,Aranae,Gnaphosidae,,,Callilepis,,,,,
,,,CaSL,Aug ,5,open,7,PT,ET,1,Hymenoptera,Platygastridae,Scelioninae,orange,,,,,,
984,,,CaSL,Aug ,5,shrub,7,PT,ET,1,Solifugae,,,,,,,,,
,,,CaSL,Aug ,5,shrub,7,PT,ET,2,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,Aug ,5,shrub,7,PT,ET,7,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,shrub,7,PT,ET,1,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,,,CaSL,Aug ,5,shrub,7,PT,ET,1,Coleoptera,red and black,,,,,,,,
983,,,CaSL,Aug ,5,open,8,PT,ET,7,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,open,8,PT,ET,2,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,CaSL-A-O8-PT-1,Y,CaSL,Aug ,5,open,8,PT,ET,1,Aranae,Gnaphosidae,,,Micaria,,,,,
,,,CaSL,Aug ,5,open,8,PT,ET,1,Solfugae,,,,,,,,,
,,,CaSL,Aug ,5,open,8,PT,ET,1,Hymenoptera,Mutillidae?,,,,,,,,
,,,CaSL,Aug ,5,open,8,PT,ET,1,Hemiptera,Geocoridae,,,Geocoris,,,,,
,,,CaSL,Aug ,5,open,8,PT,ET,1,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
988,CaSL-A5-S8-PT-1,Y,CaSL,Aug ,5,shrub,8,PT,ET,1,Coleoptera,Silphidae,,,Nicrophorus,,,,,
,,,CaSL,Aug ,5,shrub,8,PT,ET,521,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,shrub,8,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,Aug ,5,shrub,8,PT,ET,1,Hemiptera,Alydidae,,,Tollius,,,,,
,,,CaSL,Aug ,5,shrub,8,PT,ET,1,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,CaSL,Aug ,5,shrub,8,PT,ET,4,Coleoptera,Chrysomelidae,tiny brown,,,,,,,
,,,CaSL,Aug ,5,shrub,8,PT,ET,2,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,Aug ,5,shrub,8,PT,ET,2,Hymenoptera,Bethylidae,,,,,,,,
985,,,CaSL,Aug ,5,open,9,PT,ET,80,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,open,9,PT,ET,1,Zygentoma,Lepismatidae,,,,,damaged,,,
,,,CaSL,Aug ,5,open,9,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,CaSL-A5-O9-PT-col,Y,CaSL,Aug ,5,open,9,PT,ET,2,Coleoptera,Chrysomelidae,,,,,,,,
,,,CaSL,Aug ,5,open,9,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,CaSL,Aug ,5,open,9,PT,ET,1,Aranae,Gnaphosidae,,,Drassyllus,,,,,
972,,,CaSL,Aug ,5,shrub,9,PT,ET,1,Hymenoptera,Pompilidae,,,Ageniella,accepta,,,,
,,,CaSL,Aug ,5,shrub,9,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,CaSL-A5-S9-PT-1,Y - 2,CaSL,Aug ,5,shrub,9,PT,ET,2,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,Aug ,5,shrub,9,PT,ET,1,Solfugae,,,,,,,,,
,,,CaSL,Aug ,5,shrub,9,PT,ET,8,Zygentoma,Lepismatidae,,,,,,,,
,,,CaSL,Aug ,5,shrub,9,PT,ET,138,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,shrub,9,PT,ET,1,Hemiptera,Geocoridae,,,Geocoris,,,,,
,,,CaSL,Aug ,5,shrub,9,PT,ET,1,Aranae,Gnaphosidae,,,Drassylus,,,,,
980,,,CaSL,Aug ,5,open,10,PT,ET,5,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,Aug ,5,open,10,PT,ET,3,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,,,CaSL,Aug ,5,open,10,PT,ET,21,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,open,10,PT,ET,1,Solfugae,,,,,,,,,
,,,CaSL,Aug ,5,open,10,PT,ET,3,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,CaSL,Aug ,5,open,10,PT,ET,1,Aranae,Gnaphosidae,,,Drassylus,,,,,
,,,CaSL,Aug ,5,open,10,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,Aug ,5,open,10,PT,ET,1,Aranae,Salticidae,,,,,,,,
,,,CaSL,Aug ,5,open,10,PT,ET,2,Coleoptera,Chrysomelidae,tiny brown,,,,,,,
,CaSL-A5-O10-PT-1,Y,CaSL,Aug ,5,open,10,PT,pinned,1,Diptera,Therevidae,,,Chromopelida,bella,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,CaSL,Aug ,5,shrub,10,PT,ET,5,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,shrub,10,PT,ET,1,Hemiptera,Alydidae,,,Tollius,,,,,
,,,CaSL,Aug ,5,shrub,10,PT,ET,2,Aranae,Gnaphosidae,,,Callilepus,,,,,
,CaSL-A5-S10-PT-2,Y - 3,CaSL,Aug ,5,shrub,10,PT,ET,9,Hymenoptera,,,,,,,,,
,CaSL-A5-S10-PT-1,Y ,CaSL,Aug ,5,shrub,10,PT,pinned,1,Diptera,Therevidae,,,,,,,,
,,,CaSL,Aug ,5,shrub,10,PT,ET,,,,,,,,,,,
975,,Y,CaSL,Aug ,5,open,11,PT,pinned,3,Blattodea,Corydiidae,,,Arenivega,,,,,
,,,CaSL,Aug ,5,open,11,PT,ET,1,Solfugae,,,,,,,,,
,,,CaSL,Aug ,5,open,11,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,,Y,CaSL,Aug ,5,open,11,PT,pinned,1,Orthoptera,Rhapophoridae,,,Ceuthophilus,,,,,
,,,CaSL,Aug ,5,open,11,PT,ET,64,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,open,11,PT,ET,2,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,Aug ,5,open,11,PT,ET,2,Aranae,Gnaphosidae,,,Callilepus,maybe both this genus,,,,
,,,CaSL,Aug ,5,open,11,PT,ET,2,Aranae,Pholcidae,,,Psilochorus,,,,,
979,,,CaSL,Aug ,5,shrub,11,PT,ET,3,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,CaSL-A5-S11-PT-2,Y,CaSL,Aug ,5,shrub,11,PT,pinned,1,Blattodea,Corydiidae,,,Arenivega,,,,,
,,,CaSL,Aug ,5,shrub,11,PT,ET,13,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,shrub,11,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,CaSL,Aug ,5,shrub,11,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,Aug ,5,shrub,11,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,Aug ,5,shrub,11,PT,ET,3,Aranae,Gnaphosidae,,,Callilepus,,,,,
,CaSL-A5-S11-PT-1,Y - 2,CaSL,Aug ,5,shrub,11,PT,ET,2,Aranae,Gnaphosidae,,,Drassylus,,,,,
973,CaSl-A5-O12-PT-Messor ,Y - 3,CaSL,Aug ,5,open,12,PT,ET,19,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,CaSl-A5-O12-PT-Mymr,Y - 3,CaSL,Aug ,5,open,12,PT,ET,6,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,Aug ,5,open,12,PT,ET,1,Solfugae,,,,,,,,,
,,,CaSL,Aug ,5,open,12,PT,ET,26,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,open,12,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,CaSL,Aug ,5,open,12,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,Aug ,5,open,12,PT,ET,1,Hymenoptera,Platygastridae,Scelioninae,,,,,,,
,,,CaSL,Aug ,5,open,12,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,,,,M,
977,,,CaSL,Aug ,5,shrub,12,PT,ET,8,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,Aug ,5,shrub,12,PT,ET,1,Solfugae,,,,,,,,,
,,,CaSL,Aug ,5,shrub,12,PT,ET,2,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,,,CaSL,Aug ,5,shrub,12,PT,ET,42,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,Aug ,5,shrub,12,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,CaSL,Aug ,5,shrub,12,PT,ET,3,Aranae,Gnaphosidae,,,Callilepus,,,,,
601,,,CaSL,July,12,open,1,PT,ET,1,Coleoptera,Tenebrionidae,,,Blapstinus,,,,,
,,,CaSL,July,12,open,1,PT,ET,2,Coleoptera,Tenebrionidae,,,Metaponium?,,,,,
,,,CaSL,July,12,open,1,PT,ET,1,Hemiptera,Alydidae,,,tollius,setosus,Tollius setosus,,,
,,,CaSL,July,12,open,1,PT,ET,65,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,open,1,PT,ET,4,Hymenoptera,Formicidae,,,Dorymyrmex,insanus,Dorymyrmex insanus,,,
,,,CaSL,July,12,open,1,PT,ET,1,Hymenoptera,Formicidae,,,Pogonomyrmex,,,,,
,,,CaSL,July,12,open,1,PT,ET,1,Hemiptera,Alydidae,,,immature,,,,,
,,,CaSL,July,12,open,1,PT,ET,3,Aranae,Gnaphosidae,,,Callilepus,gosoga,Callilepus gosoga,,,
,,,CaSL,July,12,open,1,PT,ET,1,Aranae,Gnaphosidae,,,Drassylus,insularis?,,,,
,,,CaSL,July,12,open,1,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,californiae,Psilochorus californiae,,,
,,,CaSL,July,12,open,1,PT,ET,1,Hymenoptera,Formicidae,,,,,alate,,,
,,,CaSL,July,12,open,1,PT,ET,1,Aranae,Theriidae,,,Latrodectrus,hesperus,Latrodectrus hesperus,,,
164,,,CaSL,July,12,shrub,1,PT,ET,16,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,shrub,1,PT,ET,3,Hymenoptera,Formicidae,,,Myrmecocystus,,,,,
,,,CaSL,July,12,shrub,1,PT,ET,6,Hymenoptera,Formicidae,,,Dorymyrmex,insanus,Dorymyrmex insanus,,,
,,,CaSL,July,12,shrub,1,PT,ET,2,Hemiptera,Geocoridae,,,Geocoris,punctipes/pallens,,,,
,,,CaSL,July,12,shrub,1,PT,ET,1,Hemiptera,Cicadellidae,,,,,,,,
,,,CaSL,July,12,shrub,1,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,CaSL,July,12,shrub,1,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,CaSL,July,12,shrub,1,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,CaSL,July,12,shrub,1,PT,ET,1,Hymenoptera,Bethylidae,,,,,,,,
,,,CaSL,July,12,shrub,1,PT,ET,1,Coleoptera,Tenebrionidae,,,Blapstinus,,,,,
,,,CaSL,July,12,shrub,1,PT,ET,1,Hemiptera,Miridae?,,,,,,,,
595,,,CaSL,July,12,open,2,PT,ET,3,Hymenoptera,Formicidae,,,,,,,,
,,,CaSL,July,12,open,2,PT,ET,1,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
,,,CaSL,July,12,open,2,PT,ET,1,Solfugidae,,,,,,,,,
,,,CaSL,July,12,open,2,PT,ET,1,Coleoptera,Tenebrionidae,,,Metaponium,,,,,
,,,CaSL,July,12,open,2,PT,ET,1,Coleoptera,Tenebrionidae,,,cool tarsi,,,,,
,,,CaSL,July,12,open,2,PT,ET,1,Coleoptera,Tenebrionidae,,,Blapstinus,,,,,
,,,CaSL,July,12,open,2,PT,ET,3,Hymenoptera,Mutillidae,all different,,,,,,,
,,,CaSL,July,12,open,2,PT,ET,2,Hymenoptera,Formicidae,,,alate,,,,,
,,,CaSL,July,12,open,2,PT,ET,9,Hymenoptera,Formicidae,,,Dorymyrmex,insanus,Dorymyrmex insanus,,,
,,,CaSL,July,12,open,2,PT,ET,3,Hymenoptera,Formicidae,,,Myrmecocystus,,,,,
,,,CaSL,July,12,open,2,PT,ET,54,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,open,2,PT,ET,1,Orthoptera,Rhapiodiophoridae,,,Ceuthophilus,californics,,,,
,,,CaSL,July,12,open,2,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,open,2,PT,ET,3,Aranae,Gnaphosidae,,,Drassylus,insularis,,,,
,,,CaSL,July,12,open,2,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,gosoga,,,,
,,,CaSL,July,12,open,2,PT,ET,2,Hemiptera,Geocoridae,,,Geocoris,punctipes/pallens,,,,
165,,,CaSL,July,12,shrub,2,PT,ET,5,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,July,12,shrub,2,PT,ET,7,Hymenoptera,Formicidae,,,Dorymyrmex,insanus,Dorymyrmex insanus,,,
,,,CaSL,July,12,shrub,2,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,shrub,2,PT,ET,19,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,shrub,2,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,CaSL,July,12,shrub,2,PT,ET,1,Aranae,Gnaphosidae,,,Drassylus,insularis,,,,
,,,CaSL,July,12,shrub,2,PT,ET,2,Orthoptera,Rhapiodiophoridae,,,Ceuthophilus,californics,,,,
,,,CaSL,July,12,shrub,2,PT,ET,1,Hymenoptera,Mutillidae,tiny,,,,,,,
,,,CaSL,July,12,shrub,2,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,CaSL,July,12,shrub,2,PT,ET,1,Coleoptera,tiny borwn,,,,,,,,
,,,CaSL,July,12,shrub,2,PT,ET,1,Blattodea,nypmh,,,,,,,,
,,,CaSL,July,12,shrub,2,PT,ET,1,Diptera,,,,,,,,,
,,,CaSL,July,12,shrub,2,PT,ET,1,Diptera,Phoridae,,,,,,,,
,,,CaSL,July,12,shrub,2,PT,ET,1,Acari,,,,,,,,,
,,,CaSL,July,12,shrub,2,PT,ET,1,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
603,,,CaSL,July,12,open,3,PT,ET,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,,,CaSL,July,12,open,3,PT,ET,1,Blattodea,,,,Arenivega?,,,,,
,,,CaSL,July,12,open,3,PT,ET,1,Coleoptera,Carabidae,,,Tetragonoderus,pallidus,Tetragonoderus pallidus,,,
,,,CaSL,July,12,open,3,PT,ET,1,Coleoptera,Tenebrionidae,,,Notibius,puncticollis,Notibius puncticollis,,,
,,,CaSL,July,12,open,3,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,open,3,PT,ET,2,Hemiptera,Alydidae,,,Tollius,setosus,Tollis setosus,,,
,,,CaSL,July,12,open,3,PT,ET,1,Hymenoptera,Bethylidae,,,,,,,,
,,,CaSL,July,12,open,3,PT,ET,1,Lepidoptera,,,,,,,,,
,,,CaSL,July,12,open,3,PT,ET,1,Hemiptera,Cicadellidae,,,,,,,,
,,,CaSL,July,12,open,3,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,alate,,,
,,,CaSL,July,12,open,3,PT,ET,1,Hymenoptera,Formicidae,,,Pogonomyrmex,,alate,,,
,,,CaSL,July,12,open,3,PT,ET,6,Hymenoptera,Formicidae,,,Dormyrmex,insanus,Dorymyrmex insanus,,,
,,,CaSL,July,12,open,3,PT,ET,11,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,open,3,PT,ET,3,Aranae,Pholcidae,,,Psilochorus,,immature,,,
,,,CaSL,July,12,open,3,PT,ET,2,Aranae,Gnaphosidae,,,Callilepus,,immature,,,
,,,CaSL,July,12,open,3,PT,ET,1,Hymenoptera,Platygastridae,,,,,,,,
166,,,CaSL,July,12,shrub,3,PT,ET,1,Coleoptera,Tenebrionidae,,,Eleodes,armata,Eleodes armata,,,
,,,CaSL,July,12,shrub,3,PT,ET,1,Blattodea,,,,Arenivega?,,,,,
,,,CaSL,July,12,shrub,3,PT,ET,8,Hymenoptera,Formicidae,,,Myrmecocystus,,,,,
,,,CaSL,July,12,shrub,3,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,shrub,3,PT,ET,3,Hymenoptera,Formicidae,,,Dormyrmex,insanus,Dorymyrmex insanus,,,
,,,CaSL,July,12,shrub,3,PT,ET,1,Hemiptera,Cicadellidae,,,,,,,,
,,,CaSL,July,12,shrub,3,PT,ET,1,Orthoptera,Rhaphiodophoridae,,,Ceuthophilus,caliornicus,Ceuthophilus californicas,,,
,,,CaSL,July,12,shrub,3,PT,ET,2,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,,,CaSL,July,12,shrub,3,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,alate,,,
,,,CaSL,July,12,shrub,3,PT,ET,1,Hymenoptera,Formicidae,,,Pogonomyrmex,,alate,,,
,,,CaSL,July,12,shrub,3,PT,ET,1,Orthoptera,Gryllidae,,,,,,,,
,,,CaSL,July,12,shrub,3,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
,,,CaSL,July,12,shrub,3,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,gosoga,Callilepus gosoga,,,
,,,CaSL,July,12,shrub,3,PT,ET,1,Hemiptera,Geocoridae,,,Geocoris,pallens/punctipes,,,,
,,,CaSL,July,12,shrub,3,PT,ET,1,Aranae,Lycosidae,,,Alopecosa,kochi,Alopecosa kochi,,,
605,,,CaSL,July,12,open,4,PT,ET,4,Hymenoptera,Formicidae,,,Pogonomyrmex,,Pogonomyrmex,,,
,,,CaSL,July,12,open,4,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,alate,,,
,,,CaSL,July,12,open,4,PT,ET,1,Hymenoptera,Formicidae,,,,,alate,,,
,,,CaSL,July,12,open,4,PT,ET,4,Hymenoptera,Formicidae,,,Dormyrmex,insanus,Dorymyrmex insanus,,,
,,,CaSL,July,12,open,4,PT,ET,4,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,open,4,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,CaSL,July,12,open,4,PT,ET,1,Hemiptera,Alydidae,,,Tollius,setosus,Tollis setosus,,,
,,,CaSL,July,12,open,4,PT,ET,2,Coleoptera,Carabidae,,,Tetragonoderus,pallidus,Tetragonoderus pallidus,,,
,,,CaSL,July,12,open,4,PT,ET,1,Solfugidae,,,,,,,,,
,,,CaSL,July,12,open,4,PT,ET,2,Diptera,Therevidae,,,,,,,,
,,,CaSL,July,12,open,4,PT,ET,2,Hymenoptera,,,,,,,,,
,,,CaSL,July,12,open,4,PT,ET,1,Coleoptera,Chrysomelidae,,,,,,,,
,,,CaSL,July,12,open,4,PT,ET,2,Hemiptera,Geocoridae,,,Geocoris,pallens/punctipes,,,,
,,,CaSL,July,12,open,4,PT,ET,1,Hemiptera,Rhyparochromidae,,,Emblethis,vicarius,Emblethis vicarius,,,
,,,CaSL,July,12,open,4,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,CaSL,July,12,open,4,PT,ET,1,Coleoptera,Tenebrionidae,,,Blapstinus,,,,,
,,,CaSL,July,12,open,4,PT,ET,1,Lepidoptera,,,,,,,,,
,,,CaSL,July,12,open,4,PT,ET,3,Aranae,Gnaphosidae,,,Callilepus,gosoga,Callilepus gosoga,,,
,,,CaSL,July,12,open,4,PT,ET,1,Aranae,Gnaphosidae,,,Drasslyus,,,,,
,,,CaSL,July,12,open,4,PT,ET,2,Hymenoptera,Bethylidae,,,,,,,,
,,,CaSL,July,12,open,4,PT,ET,1,Aranae,Lycosidae,,,,,immature,,,
606,,,CaSL,July,12,shrub,4,PT,ET,1,Diptera,Therevidae,,,,,,,,
,,,CaSL,July,12,shrub,4,PT,ET,3,Hymenoptera,Formicidae,,,Myrmecocystus,,,,,
,,,CaSL,July,12,shrub,4,PT,ET,3,Hymenoptera,Formicidae,,,Dormyrmex,insanus,Dorymyrmex insanus,,,
,,,CaSL,July,12,shrub,4,PT,ET,2,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,shrub,4,PT,ET,1,Diptera,Phoridae,,,,,,,,
,,,CaSL,July,12,shrub,4,PT,ET,1,Coleoptera,Tenebrionidae,,,Blapstinus,,,,,
602,,,CaSL,July,12,shrub,5,PT,ET,19,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,CaSL,July,12,shrub,5,PT,ET,1,Hymenoptera,Formicidae,,,Pogonomyrmex,,Pogonomyrmex,,,
,,,CaSL,July,12,shrub,5,PT,ET,3,Hymenoptera,Formicidae,,,Myrmecocystus,,,,,
,,,CaSL,July,12,shrub,5,PT,ET,2,Hymenoptera,Mutillidae,,,,,,,,
